customer_id,Recency,Frequency,Monetary,segment,segment_label
12346.0,326,2.5649493574615367,11.258774359980725,3,Potential Loyalist
12347.0,2,2.1972245773362196,8.63663174483544,3,Potential Loyalist
12348.0,75,1.791759469228055,7.6110507905938976,2,At Risk
12349.0,19,1.6094379124341003,8.39608488316401,2,At Risk
12350.0,310,0.6931471805599453,5.815323849389109,0,Low Engagement
12351.0,375,0.6931471805599453,5.710195202428391,0,Low Engagement
12352.0,36,2.3978952727983707,7.9553689666784315,2,At Risk
12353.0,204,1.0986122886681098,6.010678766031786,1,Low Engagement
12354.0,232,0.6931471805599453,6.985086621918461,1,Low Engagement
12355.0,214,1.0986122886681098,6.854997755239065,1,Low Engagement
12356.0,23,1.9459101490553132,8.76008917268833,2,At Risk
12357.0,33,1.3862943611198906,9.814036474622236,2,At Risk
12358.0,2,1.791759469228055,8.265668169533484,2,At Risk
12359.0,58,2.3978952727983707,9.097948527696552,3,Potential Loyalist
12360.0,52,2.1972245773362196,8.355589137409874,2,At Risk
12361.0,287,1.6094379124341003,6.238812787119009,1,Low Engagement
12362.0,3,2.4849066497880004,8.586202329437555,3,Potential Loyalist
12363.0,110,1.0986122886681098,6.315358001522335,1,Low Engagement
12364.0,8,1.6094379124341003,7.180907299649593,2,At Risk
12365.0,291,1.0986122886681098,6.465180028897591,1,Low Engagement
12366.0,634,0.6931471805599453,6.217085028297085,0,Low Engagement
12367.0,4,0.6931471805599453,5.135210028677887,1,Low Engagement
12368.0,628,0.6931471805599453,6.822959627277421,0,Low Engagement
12369.0,413,1.3862943611198906,7.491171295388921,0,Low Engagement
12370.0,51,2.0794415416798357,8.371313876010715,2,At Risk
12371.0,45,1.791759469228055,8.31100016480189,2,At Risk
12372.0,72,1.3862943611198906,7.169380809114136,2,At Risk
12373.0,311,1.3862943611198906,7.028777507229587,2,At Risk
12374.0,25,1.6094379124341003,8.003102242273277,2,At Risk
12375.0,11,1.0986122886681098,6.127960291696519,1,Low Engagement
12376.0,390,1.0986122886681098,6.222873842839224,0,Low Engagement
12377.0,315,1.6094379124341003,8.139533893646055,2,At Risk
12378.0,130,1.0986122886681098,8.597356507200939,2,At Risk
12379.0,82,1.6094379124341003,7.390934231218893,2,At Risk
12380.0,22,2.4849066497880004,9.177538215743802,3,Potential Loyalist
12381.0,5,1.791759469228055,7.520944331624911,2,At Risk
12383.0,185,1.791759469228055,7.523783805985769,2,At Risk
12384.0,29,1.0986122886681098,6.373780434317173,1,Low Engagement
12385.0,379,0.6931471805599453,7.570133925870446,0,Low Engagement
12386.0,338,1.0986122886681098,6.4949633954875114,0,Low Engagement
12387.0,415,0.6931471805599453,4.976319863681136,0,Low Engagement
12388.0,16,2.1972245773362196,8.269272711457157,2,At Risk
12389.0,403,1.3862943611198906,7.268453120207762,0,Low Engagement
12390.0,80,0.6931471805599453,6.311444385858925,1,Low Engagement
12391.0,22,1.9459101490553132,7.928196995326099,2,At Risk
12392.0,591,0.6931471805599453,5.462771921513567,0,Low Engagement
12393.0,72,1.9459101490553132,7.783411498760109,2,At Risk
12394.0,64,1.0986122886681098,7.149508589545504,2,At Risk
12395.0,19,2.772588722239781,8.53075481547577,3,Potential Loyalist
12396.0,674,0.6931471805599453,6.837794081676172,0,Low Engagement
12397.0,36,1.0986122886681098,7.7877554007552545,2,At Risk
12398.0,46,0.6931471805599453,7.400412858792405,1,Low Engagement
12399.0,119,2.0794415416798357,7.582382009904704,2,At Risk
12400.0,414,0.6931471805599453,5.32908902521479,0,Low Engagement
12401.0,303,0.6931471805599453,4.446174454497633,0,Low Engagement
12402.0,323,1.9459101490553132,7.137198942844827,2,At Risk
12403.0,50,1.0986122886681098,6.927910785185701,1,Low Engagement
12404.0,682,0.6931471805599453,4.162626069638506,0,Low Engagement
12405.0,149,0.6931471805599453,7.445061184797548,1,Low Engagement
12406.0,22,1.791759469228055,8.762702357276806,2,At Risk
12407.0,50,1.791759469228055,7.4437338971514055,2,At Risk
12408.0,33,2.1972245773362196,8.37603737805411,2,At Risk
12409.0,79,2.0794415416798357,10.061358019654037,3,Potential Loyalist
12410.0,309,1.3862943611198906,6.9223581363660704,2,At Risk
12411.0,410,0.6931471805599453,5.8519150821578965,0,Low Engagement
12412.0,75,1.9459101490553132,7.862470253064629,2,At Risk
12413.0,67,1.6094379124341003,6.908205177762502,2,At Risk
12414.0,217,1.9459101490553132,6.860045031492727,2,At Risk
12415.0,24,3.367295829986474,11.88075357052652,3,Potential Loyalist
12416.0,657,0.6931471805599453,5.315960801720632,0,Low Engagement
12417.0,3,3.044522437723423,8.827308252258714,3,Potential Loyalist
12418.0,113,1.6094379124341003,7.6119413066572985,2,At Risk
12419.0,386,1.0986122886681098,6.222596109144375,0,Low Engagement
12420.0,64,0.6931471805599453,6.3992436425478765,1,Low Engagement
12421.0,16,1.9459101490553132,7.00270175629109,2,At Risk
12422.0,96,2.8903717578961645,8.562701786647002,3,Potential Loyalist
12423.0,1,2.3978952727983707,7.872222653526559,2,At Risk
12424.0,163,1.6094379124341003,8.114034421663943,2,At Risk
12425.0,78,1.0986122886681098,7.4630244913725114,2,At Risk
12426.0,195,1.0986122886681098,7.205048515865767,2,At Risk
12427.0,22,1.3862943611198906,7.030238363196686,2,At Risk
12428.0,26,2.302585092994046,8.981865132439246,3,Potential Loyalist
12429.0,9,2.1972245773362196,8.920911441322318,3,Potential Loyalist
12430.0,43,0.6931471805599453,5.5506312951620265,1,Low Engagement
12431.0,36,3.332204510175204,9.292746745527754,3,Potential Loyalist
12432.0,43,1.791759469228055,8.529185001388596,2,At Risk
12433.0,1,2.3978952727983707,9.93218481871349,3,Potential Loyalist
12434.0,85,1.3862943611198906,7.007084643758051,2,At Risk
12435.0,80,1.9459101490553132,9.541579654832375,3,Potential Loyalist
12436.0,100,0.6931471805599453,6.234430333369278,1,Low Engagement
12437.0,2,3.6888794541139363,9.44812817095412,3,Potential Loyalist
12438.0,14,1.0986122886681098,7.9751692554798295,2,At Risk
12439.0,683,1.0986122886681098,7.055468137579511,0,Low Engagement
12440.0,462,1.0986122886681098,6.757164920349636,0,Low Engagement
12441.0,367,0.6931471805599453,5.8524897948173935,0,Low Engagement
12442.0,3,0.6931471805599453,5.153638355178593,1,Low Engagement
12443.0,732,0.6931471805599453,6.186846280636522,0,Low Engagement
12444.0,21,1.791759469228055,8.518484357502437,2,At Risk
12445.0,22,1.0986122886681098,6.077596370737269,1,Low Engagement
12446.0,58,0.6931471805599453,6.9110598129904375,1,Low Engagement
12447.0,243,0.6931471805599453,6.168543217293113,1,Low Engagement
12448.0,44,0.6931471805599453,6.110247083097449,1,Low Engagement
12449.0,22,1.9459101490553132,8.484027231195778,2,At Risk
12450.0,156,1.791759469228055,6.5355315046537745,2,At Risk
12451.0,11,2.1972245773362196,9.447061726309741,3,Potential Loyalist
12452.0,17,1.0986122886681098,6.067429722163682,1,Low Engagement
12453.0,134,0.6931471805599453,6.562571204258897,1,Low Engagement
12454.0,56,1.791759469228055,9.72201243740933,3,Potential Loyalist
12455.0,73,2.3978952727983707,8.679473592468364,3,Potential Loyalist
12456.0,44,1.3862943611198906,8.065277779528966,2,At Risk
12457.0,66,2.1972245773362196,8.005337036835723,2,At Risk
12458.0,71,1.6094379124341003,7.483519968656931,2,At Risk
12459.0,605,0.6931471805599453,6.121088314901487,0,Low Engagement
12460.0,456,0.6931471805599453,5.791945965485506,0,Low Engagement
12461.0,94,1.0986122886681098,6.718868216346018,1,Low Engagement
12462.0,19,1.0986122886681098,7.082204261557526,2,At Risk
12463.0,53,1.6094379124341003,7.204729049594601,2,At Risk
12464.0,10,2.1972245773362196,7.100893128209941,2,At Risk
12465.0,17,1.0986122886681098,6.610951732080795,1,Low Engagement
12466.0,682,0.6931471805599453,4.055776969072842,0,Low Engagement
12467.0,423,0.6931471805599453,4.896346147694128,0,Low Engagement
12468.0,188,1.791759469228055,8.208420943133293,2,At Risk
12469.0,523,1.0986122886681098,8.029934343472139,0,Low Engagement
12470.0,690,0.6931471805599453,5.3610573963692225,0,Low Engagement
12471.0,2,4.382026634673881,10.595754095448541,3,Potential Loyalist
12472.0,32,2.995732273553991,9.791526970948304,3,Potential Loyalist
12473.0,29,1.791759469228055,8.278821782571185,2,At Risk
12474.0,17,3.4657359027997265,9.427502067612823,3,Potential Loyalist
12475.0,54,1.0986122886681098,7.048073588295634,1,Low Engagement
12476.0,16,3.1780538303479458,9.555093229428618,3,Potential Loyalist
12477.0,23,2.302585092994046,9.917260764877222,3,Potential Loyalist
12478.0,4,0.6931471805599453,6.525014994979364,1,Low Engagement
12479.0,11,0.6931471805599453,6.269474999863032,1,Low Engagement
12480.0,28,2.0794415416798357,8.606274923740443,2,At Risk
12481.0,23,2.772588722239781,9.422414078014738,3,Potential Loyalist
12482.0,576,3.4011973816621555,10.072909600590481,3,Potential Loyalist
12483.0,17,2.995732273553991,8.541218264178296,3,Potential Loyalist
12484.0,33,2.5649493574615367,8.759535266023915,3,Potential Loyalist
12485.0,529,0.6931471805599453,6.563996560309951,0,Low Engagement
12486.0,432,0.6931471805599453,6.945320776868279,0,Low Engagement
12487.0,731,0.6931471805599453,5.65704021210407,0,Low Engagement
12488.0,10,1.3862943611198906,7.169857970780942,2,At Risk
